ID	CONCEPT	DOCULECT	COUNTERPART	TOKENS	CONCEPT_LIST	VARIANTS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	LEXSTATID
1090	(political) chief, boss	Tiranige	àmìrí	a ˨ m i ˨ r i ˦	DB,SW		7 8 4 7 8 5 7 8	XTBYTBYT	A6MI6RI6	15	15.A.V 15.6.T 15.M.C 15.I.V 15.6.T 15.R.C 15.I.V 15.6.T	3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	a˨mi˨ri˦	0	25
1091	(political) chief, boss	Togo_Kan	ámírⁿí	a ˦ m i ˦ r̃ i ˦	DB,SW		7 8 4 7 8 5 7 8	XTBYTBYT	A6MI6RI6	16	16.A.V 16.6.T 16.M.C 16.I.V 16.6.T 16.R.C 16.I.V 16.6.T	3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	a˦mi˦r̃i˦	0	25
1092	(political) chief, boss	Tommo_So	díɛ̀m	d i ˦ ɛ ˨ m	DB,SW	d i ˦ ɛ ˨ n ɛ ˨ // k uː ˨ # b a ˨ ŋ aː ˦ // p a ˨ t r ɔ ˦	1 7 8 7 8 4	AXTYTN	TI6E6M	17	17.T.C 17.I.V 17.6.T 17.E.V 17.6.T 17.M.c	1.6 3.0 1.0 3.0 1.0 0.5	di˦ɛ˨m	0	27
1096	(political) chief, boss	Toro_Tegu	kú bàsà	k u ˦ # b a ˨ s a ˨	DB,SW		1 7 8 9 1 7 8 3 7 8	AXT_AXTBYT	KY6_PA6SA6	18	18.K.C 18.Y.V 18.6.T 18._._ 18.P.C 18.A.V 18.6.T 18.S.C 18.A.V 18.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	ku˦#ba˨sa˨	0	26
1097	(political) chief, boss	Yanda_Dom	ámìrù	a ˦ m i ˨ r u ˨	DB,SW	k o ˦ # b a ˦ d u ˨	7 8 4 7 8 5 7 8	XTBYTBYT	A6MI6RY6	19	19.A.V 19.6.T 19.M.C 19.I.V 19.6.T 19.R.C 19.Y.V 19.6.T	3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	a˦mi˨ru˨	0	25
1099	(political) chief, boss	Yorno_So	ámìrù	a ˦ m i ˨ r u ˨	DB,SW		7 8 4 7 8 5 7 8	XTBYTBYT	A6MI6RY6	20	20.A.V 20.6.T 20.M.C 20.I.V 20.6.T 20.R.C 20.Y.V 20.6.T	3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	a˦mi˨ru˨	0	25
1100	(political) chief, boss	Donno_So	kû:-nɔ̀	k uː ˥˩ n ɔ ˨	DB,SW	k uː ˥˩ # b a ˨ ŋ a ˦ // a ˦ m iː ˨ r u ˨	1 7 8 4 7 8	AXTBYT	KY6NU6	6	6.K.C 6.Y.V 6.6.T 6.N.C 6.U.V 6.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kuː˥˩nɔ˨	0	29
1156	(rain) fall (verb only)	Bangime	ʒóɔ̀ⁿ	ʒ o ˦ ɔ̃ ˨	DB,SW		3 7 8 7 8	AXTYT	SU6U6	1	1.S.C 1.U.V 1.6.T 1.U.V 1.6.T	1.6 3.0 1.0 3.0 1.0	ʒo˦ɔ̃˨	1	38
1157	(rain) fall (verb only)	Bankan_Tey	mìrⁿɛ́	m i ˨ r̃ ɛ ˦	DB,SW		4 7 8 5 7 8	AXTBYT	MI6RE6	2	2.M.C 2.I.V 2.6.T 2.R.C 2.E.V 2.6.T	1.6 3.0 1.0 1.3 3.0 1.0	mi˨r̃ɛ˦	0	31
1158	(rain) fall (verb only)	Ben_Tey	mìrⁿɛ́	m i ˨ r̃ ɛ ˦	DB,SW		4 7 8 5 7 8	AXTBYT	MI6RE6	3	3.M.C 3.I.V 3.6.T 3.R.C 3.E.V 3.6.T	1.6 3.0 1.0 1.3 3.0 1.0	mi˨r̃ɛ˦	0	31
1159	(rain) fall (verb only)	Bunoge	ɲî:	ɲ iː ˥˩	DB,SW		4 7 8	AXT	NI6	4	4.N.C 4.I.V 4.6.T	1.6 3.0 1.0	ɲiː˥˩	0	37
1160	(rain) fall (verb only)	Dogul_Dom	wɛ̀ɛ́	w ɛː ˩˥	DB,SW		6 7 0	AXN	WE0	5	5.W.C 5.E.V 5.0.c	2.0 1.5 0.8	wɛː˩˥	1	39
1161	(rain) fall (verb only)	Gourou	mìrⁿé	m i ˨ r̃ e ˦	DB,SW		4 7 8 5 7 8	AXTBYT	MI6RE6	7	7.M.C 7.I.V 7.6.T 7.R.C 7.E.V 7.6.T	1.6 3.0 1.0 1.3 3.0 1.0	mi˨r̃e˦	0	31
1162	(rain) fall (verb only)	Jamsay_Douentza	mìrⁿé	m i ˨ r̃ e ˦	DB,SW		4 7 8 5 7 8	AXTBYT	MI6RE6	8	8.M.C 8.I.V 8.6.T 8.R.C 8.E.V 8.6.T	1.6 3.0 1.0 1.3 3.0 1.0	mi˨r̃e˦	0	31
1163	(rain) fall (verb only)	Mombo	píjé	p i ˦ dʒ e ˦	DB,SW		1 7 8 1 7 8	AXTBYT	PI6TE6	9	9.P.C 9.I.V 9.6.T 9.T.C 9.E.V 9.6.T	1.6 3.0 1.0 1.3 3.0 1.0	pi˦dʒe˦	0	36
1164	(rain) fall (verb only)	Najamba	tɛ́gɛ́	t ɛ ˦ ɡ ɛ ˦	DB,SW		1 7 8 1 7 8	AXTBYT	TE6KE6	10	10.T.C 10.E.V 10.6.T 10.K.C 10.E.V 10.6.T	1.6 3.0 1.0 1.3 3.0 1.0	tɛ˦ɡɛ˦	0	32
1165	(rain) fall (verb only)	Nanga	mìrⁿé	m i ˨ r̃ e ˦	DB,SW	w ɔː ˩˥	4 7 8 5 7 8	AXTBYT	MI6RE6	11	11.M.C 11.I.V 11.6.T 11.R.C 11.E.V 11.6.T	1.6 3.0 1.0 1.3 3.0 1.0	mi˨r̃e˦	0	31
1167	(rain) fall (verb only)	Penange	wwɛ́:	w w ɛː ˦	DB,SW		6 6 7 8	ACYT	WWE6	12	12.W.C 12.W.C 12.E.V 12.6.T	1.6 1.2 3.0 1.0	wwɛː˦	1	35
1168	(rain) fall (verb only)	Perge_Tegu	mìrⁿé	m i ˨ r̃ e ˦	DB,SW		4 7 8 5 7 8	AXTBYT	MI6RE6	13	13.M.C 13.I.V 13.6.T 13.R.C 13.E.V 13.6.T	1.6 3.0 1.0 1.3 3.0 1.0	mi˨r̃e˦	0	31
1170	(rain) fall (verb only)	Tebul_Ure	mìrⁿɛ́	m i ˨ r̃ ɛ ˦	DB,SW		4 7 8 5 7 8	AXTBYT	MI6RE6	14	14.M.C 14.I.V 14.6.T 14.R.C 14.E.V 14.6.T	1.6 3.0 1.0 1.3 3.0 1.0	mi˨r̃ɛ˦	0	31
1171	(rain) fall (verb only)	Tiranige	tɛ́gɔ́	t ɛ ˦ ɡ ɔ ˦	DB,SW		1 7 8 1 7 8	AXTBYT	TE6KU6	15	15.T.C 15.E.V 15.6.T 15.K.C 15.U.V 15.6.T	1.6 3.0 1.0 1.3 3.0 1.0	tɛ˦ɡɔ˦	0	32
1172	(rain) fall (verb only)	Togo_Kan	lɔ́wɔ́	l ɔ ˦ w ɔ ˦	DB,SW		5 7 8 6 7 8	AXTBYT	LU6WU6	16	16.L.C 16.U.V 16.6.T 16.W.C 16.U.V 16.6.T	1.6 3.0 1.0 1.3 3.0 1.0	lɔ˦wɔ˦	0	34
1173	(rain) fall (verb only)	Tommo_So	mìyɛ́	m i ˨ j ɛ ˦	DB,SW		4 7 8 6 7 8	AXTBYT	MI6JE6	17	17.M.C 17.I.V 17.6.T 17.J.C 17.E.V 17.6.T	1.6 3.0 1.0 1.3 3.0 1.0	mi˨jɛ˦	0	31
1174	(rain) fall (verb only)	Toro_Tegu	mùrɔ́	m u ˨ r ɔ ˦	DB,SW	m u ˨ r u ˦	4 7 8 5 7 8	AXTBYT	MY6RU6	18	18.M.C 18.Y.V 18.6.T 18.R.C 18.U.V 18.6.T	1.6 3.0 1.0 1.3 3.0 1.0	mu˨rɔ˦	0	31
1176	(rain) fall (verb only)	Yanda_Dom	tɛ́gɛ́	t ɛ ˦ ɡ ɛ ˦	DB,SW		1 7 8 1 7 8	AXTBYT	TE6KE6	19	19.T.C 19.E.V 19.6.T 19.K.C 19.E.V 19.6.T	1.6 3.0 1.0 1.3 3.0 1.0	tɛ˦ɡɛ˦	0	32
1177	(rain) fall (verb only)	Yorno_So	mɛ̌:	m ɛː ˩˥	DB,SW		4 7 0	AXN	ME0	20	20.M.C 20.E.V 20.0.c	2.0 1.5 0.8	mɛː˩˥	0	33
1178	(rain) fall (verb only)	Donno_So	mɛ̌:	m ɛː ˩˥	DB,SW	m ɛ ˦ ɛ ˨	4 7 0	AXN	ME0	6	6.M.C 6.E.V 6.0.c	2.0 1.5 0.8	mɛː˩˥	0	33
1255	(sb, mammal) bite (sb)	Bangime	támbà/táw̃à	t a ˦ m b a ˨ t a ˦ w̃ a ˨	DB,LJ		1 7 8 4 1 7 8 1 7 8 6 7 8	AXTMBYTBYTBYT	TA6MPA6TA6WA6	1	1.T.C 1.A.V 1.6.T 1.M.c 1.P.C 1.A.V 1.6.T 1.T.C 1.A.V 1.6.T 1.W.C 1.A.V 1.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	ta˦mba˨ta˦w̃a˨	0	44
1256	(sb, mammal) bite (sb)	Bankan_Tey	kúwó	k u ˦ w o ˦	DB,LJ		1 7 8 6 7 8	AXTBYT	KY6WU6	2	2.K.C 2.Y.V 2.6.T 2.W.C 2.U.V 2.6.T	1.6 3.0 1.0 1.3 3.0 1.0	ku˦wo˦	1	42
1257	(sb, mammal) bite (sb)	Ben_Tey	kúwó	k u ˦ w o ˦	DB,LJ		1 7 8 6 7 8	AXTBYT	KY6WU6	3	3.K.C 3.Y.V 3.6.T 3.W.C 3.U.V 3.6.T	1.6 3.0 1.0 1.3 3.0 1.0	ku˦wo˦	1	42
1258	(sb, mammal) bite (sb)	Bunoge	núnjè	n u ˦ n dʒ e ˨	DB,LJ		4 7 8 4 1 7 8	AXTMBYT	NY6NTE6	4	4.N.C 4.Y.V 4.6.T 4.N.c 4.T.C 4.E.V 4.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	nu˦ndʒe˨	0	41
1259	(sb, mammal) bite (sb)	Gourou	kɛ́rɛ́	k ɛ ˦ r ɛ ˦	DB,LJ		1 7 8 5 7 8	AXTBYT	KE6RE6	7	7.K.C 7.E.V 7.6.T 7.R.C 7.E.V 7.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kɛ˦rɛ˦	1	40
1260	(sb, mammal) bite (sb)	Jamsay_Douentza	cɛ́rɛ́	tʃ ɛ ˦ r ɛ ˦	DB,LJ		1 7 8 5 7 8	AXTBYT	TE6RE6	8	8.T.C 8.E.V 8.6.T 8.R.C 8.E.V 8.6.T	1.6 3.0 1.0 1.3 3.0 1.0	tʃɛ˦rɛ˦	1	40
1262	(sb, mammal) bite (sb)	Mombo	núŋgɛ́	n u ˦ ŋ ɡ ɛ ˦	DB,LJ		4 7 8 4 1 7 8	AXTMBYT	NY6NKE6	9	9.N.C 9.Y.V 9.6.T 9.N.c 9.K.C 9.E.V 9.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	nu˦ŋɡɛ˦	1	41
1263	(sb, mammal) bite (sb)	Najamba	kɛ́rɛ́	k ɛ ˦ r ɛ ˦	DB,LJ		1 7 8 5 7 8	AXTBYT	KE6RE6	10	10.K.C 10.E.V 10.6.T 10.R.C 10.E.V 10.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kɛ˦rɛ˦	1	40
1264	(sb, mammal) bite (sb)	Nanga	kúwó	k u ˦ w o ˦	DB,LJ		1 7 8 6 7 8	AXTBYT	KY6WU6	11	11.K.C 11.Y.V 11.6.T 11.W.C 11.U.V 11.6.T	1.6 3.0 1.0 1.3 3.0 1.0	ku˦wo˦	1	42
1265	(sb, mammal) bite (sb)	Penange	núŋgɛ́	n u ˦ ŋ ɡ ɛ ˦	DB,LJ		4 7 8 4 1 7 8	AXTMBYT	NY6NKE6	12	12.N.C 12.Y.V 12.6.T 12.N.c 12.K.C 12.E.V 12.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	nu˦ŋɡɛ˦	0	41
1266	(sb, mammal) bite (sb)	Perge_Tegu	kɛ́rɛ́	k ɛ ˦ r ɛ ˦	DB,LJ		1 7 8 5 7 8	AXTBYT	KE6RE6	13	13.K.C 13.E.V 13.6.T 13.R.C 13.E.V 13.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kɛ˦rɛ˦	1	40
1268	(sb, mammal) bite (sb)	Tebul_Ure	cɛ́rɛ́	tʃ ɛ ˦ r ɛ ˦	DB,LJ		1 7 8 5 7 8	AXTBYT	TE6RE6	14	14.T.C 14.E.V 14.6.T 14.R.C 14.E.V 14.6.T	1.6 3.0 1.0 1.3 3.0 1.0	tʃɛ˦rɛ˦	0	40
1269	(sb, mammal) bite (sb)	Tiranige	cɛ́rɔ́	tʃ ɛ ˦ r ɔ ˦	DB,LJ		1 7 8 5 7 8	AXTBYT	TE6RU6	15	15.T.C 15.E.V 15.6.T 15.R.C 15.U.V 15.6.T	1.6 3.0 1.0 1.3 3.0 1.0	tʃɛ˦rɔ˦	1	40
1270	(sb, mammal) bite (sb)	Togo_Kan	kɛ́rɛ́	k ɛ ˦ r ɛ ˦	DB,LJ		1 7 8 5 7 8	AXTBYT	KE6RE6	16	16.K.C 16.E.V 16.6.T 16.R.C 16.E.V 16.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kɛ˦rɛ˦	1	40
1271	(sb, mammal) bite (sb)	Tommo_So	kɛ́rɛ́	k ɛ ˦ r ɛ ˦	DB,LJ		1 7 8 5 7 8	AXTBYT	KE6RE6	17	17.K.C 17.E.V 17.6.T 17.R.C 17.E.V 17.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kɛ˦rɛ˦	1	40
1272	(sb, mammal) bite (sb)	Toro_Tegu	cɛ́rá	tʃ ɛ ˦ r a ˦	DB,LJ	tʃ ɛ ˦ r u ˦	1 7 8 5 7 8	AXTBYT	TE6RA6	18	18.T.C 18.E.V 18.6.T 18.R.C 18.A.V 18.6.T	1.6 3.0 1.0 1.3 3.0 1.0	tʃɛ˦ra˦	1	40
1274	(sb, mammal) bite (sb)	Yanda_Dom	kɛ́dálì	k ɛ ˦ d a ˦ l i ˨	DB,LJ	k ɛ ˦ d ɛ ˦	1 7 8 1 7 8 5 7 8	AXTBYTBYT	KE6TA6LI6	19	19.K.C 19.E.V 19.6.T 19.T.C 19.A.V 19.6.T 19.L.C 19.I.V 19.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	kɛ˦da˦li˨	1	43
1276	(sb, mammal) bite (sb)	Yorno_So	kɛ́rɛ́	k ɛ ˦ r ɛ ˦	DB,LJ		1 7 8 5 7 8	AXTBYT	KE6RE6	20	20.K.C 20.E.V 20.6.T 20.R.C 20.E.V 20.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kɛ˦rɛ˦	1	40
1277	(sb, mammal) bite (sb)	Donno_So	kɛ́rɛ̀	k ɛ ˦ r ɛ ˨	DB,LJ	k ɛ ˦ r ɛ ˨	1 7 8 5 7 8	AXTBYT	KE6RE6	6	6.K.C 6.E.V 6.6.T 6.R.C 6.E.V 6.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kɛ˦rɛ˨	1	40
1318	(single) grain, seed, nut	Bangime	bùrù	b u ˨ r u ˨	DB,SW		1 7 8 5 7 8	AXTBYT	PY6RY6	1	1.P.C 1.Y.V 1.6.T 1.R.C 1.Y.V 1.6.T	1.6 3.0 1.0 1.3 3.0 1.0	bu˨ru˨	0	52
1319	(single) grain, seed, nut	Bankan_Tey	ìsâ:	i ˨ s aː ˥˩	DB,SW		7 8 3 7 8	XTBYT	I6SA6	2	2.I.V 2.6.T 2.S.C 2.A.V 2.6.T	3.0 1.0 1.3 3.0 1.0	i˨saː˥˩	0	48
1320	(single) grain, seed, nut	Ben_Tey	ìsâ:	i ˨ s aː ˥˩	DB,SW	j iː ˥˩	7 8 3 7 8	XTBYT	I6SA6	3	3.I.V 3.6.T 3.S.C 3.A.V 3.6.T	3.0 1.0 1.3 3.0 1.0	i˨saː˥˩	0	48
1322	(single) grain, seed, nut	Bunoge	sè:	s eː ˨	DB,SW		3 7 8	AXT	SE6	4	4.S.C 4.E.V 4.6.T	1.6 3.0 1.0	seː˨	0	47
1323	(single) grain, seed, nut	Dogul_Dom	dèné	d e ˨ n e ˦	DB,SW	s a ˦ j ˨	1 7 8 4 7 8	AXTBYT	TE6NE6	5	5.T.C 5.E.V 5.6.T 5.N.C 5.E.V 5.6.T	1.6 3.0 1.0 1.3 3.0 1.0	de˨ne˦	0	53
1325	(single) grain, seed, nut	Gourou	î:ⁿ	ĩː ˥˩	DB,SW		7 8	XT	I6	7	7.I.V 7.6.T	3.0 1.0	ĩː˥˩	0	45
1326	(single) grain, seed, nut	Jamsay_Douentza	sɛ̌yⁿ	s ɛ ˩˥ j̃	DB,SW		3 7 0 6	AXBC	SE0J	8	8.S.C 8.E.V 8.0.C 8.J.C	2.0 1.5 1.75 1.5	sɛ˩˥j̃	0	46
1328	(single) grain, seed, nut	Mombo	sí:	s iː ˦	DB,SW		3 7 8	AXT	SI6	9	9.S.C 9.I.V 9.6.T	1.6 3.0 1.0	siː˦	0	47
1329	(single) grain, seed, nut	Najamba	sê:	s eː ˥˩	DB,SW	s eː ˥˩ ŋ ɡ o ˨	3 7 8	AXT	SE6	10	10.S.C 10.E.V 10.6.T	1.6 3.0 1.0	seː˥˩	0	47
1331	(single) grain, seed, nut	Nanga	ǹjâ	n ˨ dʒ a ˥˩	DB,SW		4 8 1 7 8	ATBYT	N6TA6	11	11.N.C 11.6.T 11.T.C 11.A.V 11.6.T	1.6 1.0 1.3 3.0 1.0	n˨dʒa˥˩	0	51
1332	(single) grain, seed, nut	Penange	sè:	s eː ˨	DB,SW		3 7 8	AXT	SE6	12	12.S.C 12.E.V 12.6.T	1.6 3.0 1.0	seː˨	0	47
1333	(single) grain, seed, nut	Perge_Tegu	ìšɛ̌yⁿ	i ˨ ʃ ɛ ˩˥ j̃	DB,SW		7 8 3 7 0 6	XTBYBC	I6SE0J	13	13.I.V 13.6.T 13.S.C 13.E.V 13.0.C 13.J.C	3.0 1.0 1.3 3.0 1.3 1.2	i˨ʃɛ˩˥j̃	0	46
1335	(single) grain, seed, nut	Tebul_Ure	íyɛ́	i ˦ j ɛ ˦	DB,SW		7 8 6 7 8	XTBYT	I6JE6	14	14.I.V 14.6.T 14.J.C 14.E.V 14.6.T	3.0 1.0 1.3 3.0 1.0	i˦jɛ˦	0	50
1336	(single) grain, seed, nut	Tiranige	séŋgé	s e ˦ ŋ ɡ e ˦	DB,SW		3 7 8 4 1 7 8	AXTMBYT	SE6NKE6	15	15.S.C 15.E.V 15.6.T 15.N.c 15.K.C 15.E.V 15.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	se˦ŋɡe˦	0	49
1337	(single) grain, seed, nut	Togo_Kan	í:ⁿ	ĩː ˦	DB,SW		7 8	XT	I6	16	16.I.V 16.6.T	3.0 1.0	ĩː˦	0	45
1338	(single) grain, seed, nut	Tommo_So	ìsǎy	i ˨ s a ˩˥ j	DB,SW	iː ˦	7 8 3 7 0 6	XTBYBC	I6SA0J	17	17.I.V 17.6.T 17.S.C 17.A.V 17.0.C 17.J.C	3.0 1.0 1.3 3.0 1.3 1.2	i˨sa˩˥j	0	46
1341	(single) grain, seed, nut	Toro_Tegu	ìsɛ̌yⁿ	i ˨ s ɛ ˩˥ j̃	DB,SW		7 8 3 7 0 6	XTBYBC	I6SE0J	18	18.I.V 18.6.T 18.S.C 18.E.V 18.0.C 18.J.C	3.0 1.0 1.3 3.0 1.3 1.2	i˨sɛ˩˥j̃	0	46
1342	(single) grain, seed, nut	Yanda_Dom	é:	eː ˦	DB,SW		7 8	XT	E6	19	19.E.V 19.6.T	3.0 1.0	eː˦	0	45
1343	(single) grain, seed, nut	Yorno_So	î:	iː ˥˩	DB,SW		7 8	XT	I6	20	20.I.V 20.6.T	3.0 1.0	iː˥˩	0	45
1344	(single) grain, seed, nut	Donno_So	î:	iː ˥˩	DB,SW		7 8	XT	I6	6	6.I.V 6.6.T	3.0 1.0	iː˥˩	0	45
1345	(snake) bite (sb)	Bangime	táw̃á	t a ˦ w̃ a ˦	DB,SW		1 7 8 6 7 8	AXTBYT	TA6WA6	1	1.T.C 1.A.V 1.6.T 1.W.C 1.A.V 1.6.T	1.6 3.0 1.0 1.3 3.0 1.0	ta˦w̃a˦	0	58
1346	(snake) bite (sb)	Bankan_Tey	kúwó	k u ˦ w o ˦	DB,SW		1 7 8 6 7 8	AXTBYT	KY6WU6	2	2.K.C 2.Y.V 2.6.T 2.W.C 2.U.V 2.6.T	1.6 3.0 1.0 1.3 3.0 1.0	ku˦wo˦	0	55
1347	(snake) bite (sb)	Ben_Tey	kúwó	k u ˦ w o ˦	DB,SW		1 7 8 6 7 8	AXTBYT	KY6WU6	3	3.K.C 3.Y.V 3.6.T 3.W.C 3.U.V 3.6.T	1.6 3.0 1.0 1.3 3.0 1.0	ku˦wo˦	0	55
1348	(snake) bite (sb)	Dogul_Dom	kɛ̀rɛ́	k ɛ ˨ r ɛ ˦	DB,SW		1 7 8 5 7 8	AXTBYT	KE6RE6	5	5.K.C 5.E.V 5.6.T 5.R.C 5.E.V 5.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kɛ˨rɛ˦	0	54
1349	(snake) bite (sb)	Gourou	kɛ́rɛ́	k ɛ ˦ r ɛ ˦	DB,SW		1 7 8 5 7 8	AXTBYT	KE6RE6	7	7.K.C 7.E.V 7.6.T 7.R.C 7.E.V 7.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kɛ˦rɛ˦	0	54
1350	(snake) bite (sb)	Jamsay_Douentza	cɛ́rɛ́	tʃ ɛ ˦ r ɛ ˦	DB,SW		1 7 8 5 7 8	AXTBYT	TE6RE6	8	8.T.C 8.E.V 8.6.T 8.R.C 8.E.V 8.6.T	1.6 3.0 1.0 1.3 3.0 1.0	tʃɛ˦rɛ˦	0	54
1351	(snake) bite (sb)	Mombo	núŋgɛ́	n u ˦ ŋ ɡ ɛ ˦	DB,SW		4 7 8 4 1 7 8	AXTMBYT	NY6NKE6	9	9.N.C 9.Y.V 9.6.T 9.N.c 9.K.C 9.E.V 9.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	nu˦ŋɡɛ˦	0	57
1352	(snake) bite (sb)	Najamba	kɛ́rɛ́	k ɛ ˦ r ɛ ˦	DB,SW		1 7 8 5 7 8	AXTBYT	KE6RE6	10	10.K.C 10.E.V 10.6.T 10.R.C 10.E.V 10.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kɛ˦rɛ˦	0	54
1353	(snake) bite (sb)	Nanga	kúwó	k u ˦ w o ˦	DB,SW		1 7 8 6 7 8	AXTBYT	KY6WU6	11	11.K.C 11.Y.V 11.6.T 11.W.C 11.U.V 11.6.T	1.6 3.0 1.0 1.3 3.0 1.0	ku˦wo˦	0	55
1354	(snake) bite (sb)	Perge_Tegu	kɛ́rɛ́	k ɛ ˦ r ɛ ˦	DB,SW		1 7 8 5 7 8	AXTBYT	KE6RE6	13	13.K.C 13.E.V 13.6.T 13.R.C 13.E.V 13.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kɛ˦rɛ˦	0	54
1356	(snake) bite (sb)	Tiranige	cɛ́rɔ́	tʃ ɛ ˦ r ɔ ˦	DB,SW		1 7 8 5 7 8	AXTBYT	TE6RU6	15	15.T.C 15.E.V 15.6.T 15.R.C 15.U.V 15.6.T	1.6 3.0 1.0 1.3 3.0 1.0	tʃɛ˦rɔ˦	0	54
1357	(snake) bite (sb)	Togo_Kan	kɛ́rɛ́	k ɛ ˦ r ɛ ˦	DB,SW		1 7 8 5 7 8	AXTBYT	KE6RE6	16	16.K.C 16.E.V 16.6.T 16.R.C 16.E.V 16.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kɛ˦rɛ˦	0	54
1358	(snake) bite (sb)	Tommo_So	kɛ́rɛ́	k ɛ ˦ r ɛ ˦	DB,SW		1 7 8 5 7 8	AXTBYT	KE6RE6	17	17.K.C 17.E.V 17.6.T 17.R.C 17.E.V 17.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kɛ˦rɛ˦	0	54
1359	(snake) bite (sb)	Toro_Tegu	cɛ́rá	tʃ ɛ ˦ r a ˦	DB,SW	tʃ ɛ ˦ r u ˦	1 7 8 5 7 8	AXTBYT	TE6RA6	18	18.T.C 18.E.V 18.6.T 18.R.C 18.A.V 18.6.T	1.6 3.0 1.0 1.3 3.0 1.0	tʃɛ˦ra˦	0	54
1361	(snake) bite (sb)	Yanda_Dom	kɛ́dálì	k ɛ ˦ d a ˦ l i ˨	DB,SW	k ɛ ˦ d ɛ ˦	1 7 8 1 7 8 5 7 8	AXTBYTBYT	KE6TA6LI6	19	19.K.C 19.E.V 19.6.T 19.T.C 19.A.V 19.6.T 19.L.C 19.I.V 19.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	kɛ˦da˦li˨	0	56
1363	(snake) bite (sb)	Yorno_So	kɛ́rɛ́	k ɛ ˦ r ɛ ˦	DB,SW		1 7 8 5 7 8	AXTBYT	KE6RE6	20	20.K.C 20.E.V 20.6.T 20.R.C 20.E.V 20.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kɛ˦rɛ˦	0	54
1364	(snake) bite (sb)	Donno_So	kɛ́rɛ̀	k ɛ ˦ r ɛ ˨	DB,SW	k ɛ ˦ r ɛ ˨	1 7 8 5 7 8	AXTBYT	KE6RE6	6	6.K.C 6.E.V 6.6.T 6.R.C 6.E.V 6.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kɛ˦rɛ˨	0	54
4740	I am (copula, with noun)	Bankan_Tey	≡mì	m i ˨	DB		4 7 8	AXT	MI6	2	2.M.C 2.I.V 2.6.T	1.6 3.0 1.0	mi˨	0	59
4741	I am (copula, with noun)	Ben_Tey	=m̀íỳ	m ˨ i ˦ j ˨	DB		4 8 7 8 6 8	ATYTLT	M6I6J6	3	3.M.C 3.6.T 3.I.V 3.6.T 3.J.c 3.6.T	1.6 1.0 3.0 1.0 1.1 1.0	m˨i˦j˨	0	61
4742	I am (copula, with noun)	Bunoge	mì	m i ˨	DB		4 7 8	AXT	MI6	4	4.M.C 4.I.V 4.6.T	1.6 3.0 1.0	mi˨	0	59
4743	I am (copula, with noun)	Dogul_Dom	y	j	DB		6	A	J	5	5.J.C	2.0	j	0	62
4744	I am (copula, with noun)	Jamsay_Douentza	≡ùm	u ˨ m	DB		7 8 4	XTN	Y6M	8	8.Y.V 8.6.T 8.M.c	3.0 1.0 0.5	u˨m	0	60
4745	I am (copula, with noun)	Mombo	ḿbô:	m ˦ b oː ˥˩	DB		4 8 1 7 8	ATBYT	M6PU6	9	9.M.C 9.6.T 9.P.C 9.U.V 9.6.T	1.6 1.0 1.3 3.0 1.0	m˦boː˥˩	0	63
4746	I am (copula, with noun)	Najamba	=m̀	m ˨	DB		4 8	AT	M6	10	10.M.C 10.6.T	1.6 1.0	m˨	0	59
4747	I am (copula, with noun)	Nanga	=mí	m i ˦	DB		4 7 8	AXT	MI6	11	11.M.C 11.I.V 11.6.T	1.6 3.0 1.0	mi˦	0	59
